Date,Market,OpenInterest,ProdLong,ProdShort,SwapLong,SwapShort,MMLong,MMShort,OtherLong,OtherShort,ChangeOI,ChangeMMLong,ChangeMMShort,MMNet,SwapNet,ProducerNet,OtherNet,SpecPressure,DealerPressure,ProdPressure,PsychophysicalPositioning,PP_signed,PositionShock,MMNet_EWM,PosMomentum,CrowdingIndex,DivergenceIndex
2009-06-23,,495029,49382,206929,30091,74018,155695,7935,43152,19955,-8633.0,-5733.0,3527.0,147760,-43927,-157547,23197,0.29848756335487414,-0.0887362154540441,-0.31825812225142364,0.3031994773006086,0.3031994773006086,-0.6917164152498604,131521.77387097708,16238.226129022922,0.7886430427347897,0.38722377880891823
2009-06-30,,496694,50138,212486,31769,75250,154393,8200,43566,20024,1665.0,-1302.0,265.0,146193,-43481,-162348,23542,0.2943321240039139,-0.08754081990118665,-0.3268571796719912,0.2954978187650326,0.2954978187650326,-0.1277133943106249,132608.5313620158,13584.468637984188,0.7770432825766717,0.3818729439051005
2009-07-07,,489899,51559,211788,34196,74405,151197,3025,43631,20742,-6795.0,-3196.0,-5175.0,148172,-40209,-160229,22889,0.3024541793308417,-0.08207610140049275,-0.327065374699683,0.3115489720124714,0.3115489720124714,0.16123804914562198,133761.3808907554,14410.61910924461,0.7916928839505807,0.38453028073133444
2009-07-14,,494289,49888,197620,35152,73364,145566,7890,41767,19144,4390.0,-5631.0,4865.0,137676,-38212,-147732,22623,0.2785334085929487,-0.0773070005604009,-0.29887778202630444,0.24494927591875645,0.24494927591875645,-0.8604660645762476,134051.35267662536,3624.6473233746365,0.7359116780858499,0.3558404091533496
2009-07-21,,523285,51908,206114,32290,91869,162239,3563,41299,18915,28996.0,16673.0,-4327.0,158676,-59579,-154206,22384,0.30323055314025815,-0.113855738268821,-0.29468836293797834,0.38886740672124515,0.38886740672124515,1.6755467509828657,135875.40062650497,22800.59937349503,0.8961362977431218,0.41708629140907916
2009-07-28,,497393,50025,205882,32885,85538,159258,5378,41537,18558,-25892.0,-2981.0,1815.0,153880,-52653,-155857,22979,0.30937307119320134,-0.10585794331645199,-0.31334779540524293,0.3575864087657187,0.3575864087657187,-0.3909951800447202,137209.07465417127,16670.925345828728,0.8595440465109182,0.41523101450965333
2009-08-04,,519409,49650,213133,29561,106393,181154,3942,42452,15490,22016.0,21896.0,-1436.0,177212,-76832,-163483,26962,0.341180071966408,-0.14792196515655293,-0.3147481079457614,0.4910630157492897,0.4910630157492897,1.873936285128581,140172.25430941785,37039.745690582145,1.0,0.4891020371229609
2009-08-11,,504419,46600,209352,30934,100642,171560,4808,44455,13468,-14990.0,-9594.0,866.0,166752,-69708,-162752,30987,0.3305823135131706,-0.13819463580872252,-0.3226523981055432,0.41687854925912277,0.41687854925912277,-0.9569374812666546,142141.12436057208,24610.87563942792,0.9230820139864254,0.46877694932189307
2009-08-18,,493315,48495,195785,31219,94692,156516,11427,49319,12951,-11104.0,-15044.0,6619.0,145089,-63473,-147290,36368,0.29411025409728064,-0.12866626800320283,-0.2985719063884131,0.26513173891388253,0.26513173891388253,-1.958761492151287,142359.48551904823,2729.514480951766,0.7637823647500901,0.42277652210048344
2009-08-25,,501066,48075,201261,32145,99141,159473,5034,49613,14442,7751.0,2957.0,-6393.0,154439,-66996,-153186,35171,0.3082208730985539,-0.13370693681071955,-0.30572020452395493,0.31241103728871794,0.31241103728871794,0.8459551820942802,143254.2643694891,11184.735630510899,0.8325379258616505,0.44192780990927344
2009-09-01,,506321,48686,187548,31942,119410,160821,5062,50585,14322,5255.0,1348.0,28.0,155759,-87468,-138862,36263,0.30762895475399993,-0.17275206835189533,-0.2742568449659406,0.30338149148307947,0.30338149148307947,0.1219664464902327,144180.5410828603,11578.45891713971,0.8422445933126944,0.48038102310589526
2009-09-08,,602564,52591,246274,32242,128770,201961,3493,60043,16525,96243.0,41140.0,-1569.0,198468,-96528,-193683,43518,0.329372481595316,-0.16019543152262664,-0.32143141641385814,0.5197439579436965,0.5197439579436965,3.5411516947036237,148201.83433598175,50266.16566401825,1.0,0.4895679131179427
2009-09-15,,622094,51596,248426,30179,139660,214661,821,59292,17949,19530.0,12700.0,-2672.0,213840,-109481,-196830,41343,0.3437422640308378,-0.17598787321530188,-0.31639912939202114,0.5669687072369763,0.5669687072369763,1.2619662551189874,153063.92068146457,60776.07931853543,1.0,0.5197301372461397
2009-09-22,,628409,52699,246474,29950,144117,215058,827,59651,18359,6314.0,397.0,6.0,214231,-114167,-193775,41292,0.34091013973383577,-0.1816762649802915,-0.30835809162504035,0.5470841488446558,0.5470841488446558,0.03407566255546077,157594.81544580052,56636.184554199484,1.0,0.5225864047141273
2009-09-29,,575097,55434,240761,29322,132303,202842,1327,57577,16598,-53311.0,-12216.0,500.0,201515,-102981,-185327,40979,0.35040175831207604,-0.17906718344905295,-0.32225346332879495,0.4670870123343676,0.4670870123343676,-1.0896125205847083,160848.16244981528,40666.83755018472,0.9262139077151611,0.529468941761129
2009-10-06,,634969,53146,246383,29223,140568,223948,3562,60156,21053,59872.0,21106.0,2236.0,220386,-111345,-193237,39103,0.3470815110658946,-0.17535501733155476,-0.304325093036038,0.5347692742236193,0.5347692742236193,1.5913735958158237,165258.37263871785,55127.62736128215,1.0,0.5224365283974494
2009-10-13,,671445,55799,264432,31472,147443,241446,2503,64197,22515,36476.0,17498.0,-1059.0,238943,-115971,-208633,41682,0.355863845884622,-0.17271853986551394,-0.3107223972179404,0.5914134728339562,0.5914134728339562,1.5406174376614112,170716.493183998,68226.50681600199,1.0,0.5285823857501359
2009-10-20,,676857,55734,264501,30549,150126,240792,2654,60682,20465,5412.0,-655.0,150.0,238138,-119577,-208767,40217,0.35182911604666867,-0.17666508583053733,-0.3084359030046228,0.5624658439634954,0.5624658439634954,-0.06823045454428017,175710.67887407224,62427.32112592776,0.9959147009865617,0.528494201877206
2009-10-27,,651634,53986,249958,31917,144977,221910,1998,63583,18469,-25222.0,-18882.0,-655.0,219912,-113060,-195972,45114,0.3374777866102751,-0.17350230344027476,-0.30073937210151713,0.4591872188166113,0.4591872188166113,-1.5118002514368036,178984.85080932616,40927.14919067384,0.903419471397832,0.5109800900505499
2009-11-03,,687283,59276,259318,32796,148484,236967,4267,60878,22014,35649.0,15057.0,2269.0,232700,-115688,-200042,38864,0.3385795953049908,-0.16832658453650098,-0.2910620515857369,0.49095977471708874,0.49095977471708874,1.0549555848055012,182963.75074937608,49736.24925062392,0.9683173642970241,0.5069061798414918
2009-11-09,,737391,59336,261441,37341,154291,235180,3427,65970,24916,50108.0,-1787.0,-840.0,231753,-116950,-202105,41054,0.3142878066046372,-0.15859971168620177,-0.27408118623633865,0.46156894389571623,0.46156894389571623,-0.07895582524635712,186577.76921238526,45175.23078761474,0.9628406489190712,0.47288751829083897
2009-11-17,,773681,63986,262716,38508,151550,233504,3834,66314,25218,36290.0,-1676.0,407.0,229670,-113042,-198730,41096,0.29685361279390343,-0.14610931378694836,-0.2568629706558646,0.4285770113200613,0.4285770113200613,-0.17328890842795033,189769.78630776412,39900.21369223588,0.9465825628618336,0.4429629265808518
2009-11-24,,693661,54999,264824,41308,150286,233039,4083,69693,25096,-80020.0,-465.0,249.0,228956,-108978,-209825,44597,0.3300690106550606,-0.15710556020880517,-0.3024892562793641,0.4046520896090539,0.4046520896090539,-0.06046483047751792,192672.4688034853,36283.5311965147,0.9423330099778271,0.4871745708638658
2009-12-01,,717426,59291,258567,39888,163559,232099,7164,73133,25650,23765.0,-941.0,3081.0,224935,-123671,-199276,47483,0.31353059409611583,-0.17238154178967588,-0.27776523292994676,0.367420294065426,0.367420294065426,-0.3393166861697173,195062.28592915306,29872.714070846938,0.9191149297856614,0.48591213588579174
2009-12-08,,694650,55227,254094,35335,148122,216761,4108,76714,24592,-22775.0,-15337.0,-3057.0,212653,-112787,-198867,52122,0.3061297056071403,-0.1623652198949111,-0.28628374001295614,0.2932982459155453,0.2932982459155453,-1.022251088289599,196365.30178625282,16287.698213747179,0.8319719804169703,0.4684949255020514
2009-12-15,,692120,55461,258031,33827,149731,215204,3891,76319,19665,-2530.0,-1557.0,-217.0,211313,-115904,-202570,56654,0.3053126625440675,-0.16746228977633937,-0.2926804600358319,0.271476082348321,0.271476082348321,-0.11293556735738035,197472.53869097485,13840.461309025151,0.8054499366286438,0.4727749523204069
2009-12-22,,688212,56915,255533,39355,142068,207168,5380,69232,21682,-3908.0,-8036.0,1489.0,201788,-102713,-198618,47550,0.2932061632171482,-0.1492461625196887,-0.2886000244110826,0.21291108281775167,0.21291108281775167,-0.8033367364831941,197792.20249164337,3995.797508356627,0.7320114826462017,0.4424523257368369
2009-12-29,,669947,57850,249131,38684,140856,203584,6024,64083,19697,-18265.0,-3584.0,644.0,197560,-102172,-191281,44386,0.2948889986819853,-0.1525075864210154,-0.2855166154934644,0.18040553411487453,0.18040553411487453,-0.3557523789844219,197775.0023070772,-215.00230707720038,0.7015161132108133,0.44739658510300073
2010-01-05,,691557,57571,251160,39309,141799,201286,6696,66744,18926,21610.0,-2298.0,672.0,194590,-102490,-193589,47818,0.2813795536738114,-0.14820181127513712,-0.2799320952575131,0.15515304195075671,0.15515304195075671,-0.24990973401562355,197539.07621025667,-2949.076210256666,0.6800943423444217,0.4295813649489485
2010-01-12,,709092,57469,260889,37971,138499,205311,10966,71908,17893,17536.0,4024.0,4270.0,194345,-100528,-203420,54015,0.2740758603961122,-0.14177003830250517,-0.2868739176298703,0.14309745645340943,0.14309745645340943,-0.020724518520325277,197302.47797245986,-2957.477972459863,0.6696884859796471,0.4158458986986174
2010-01-19,,722085,60397,258542,41029,138746,204120,8013,64543,19035,12993.0,-1191.0,-2953.0,196107,-97717,-198145,45508,0.27158437026111887,-0.1353261735114287,-0.2744067526676222,0.14165310719903237,0.14165310719903237,0.14908257810568107,197213.92404857394,-1106.9240485739429,0.6528180771911624,0.40691054377254754
2010-01-26,,651455,57233,233770,43862,129080,184073,7917,67775,21001,-70630.0,-20047.0,-96.0,176156,-85218,-176537,46774,0.27040394194533773,-0.13081179820555525,-0.27098878663913856,0.027539617972226607,0.027539617972226607,-1.6474525321425693,195654.07782275366,-19498.077822753665,0.4880005871272354,0.401215740150893
2010-02-02,,638521,52255,218920,41942,133379,189560,8475,62566,21369,-12935.0,5487.0,558.0,181085,-91437,-166665,41197,0.28360069598337406,-0.14320124161930461,-0.26101725706750445,0.04927166259236523,0.04927166259236523,0.41059008606596065,194574.88687292006,-13489.886872920062,0.5281943391149057,0.4268019376026787
2010-02-09,,632281,56950,204865,48420,123603,169333,13710,57758,24736,-6240.0,-20227.0,5235.0,155623,-75183,-147915,33022,0.24612948989452474,-0.11890757432217637,-0.2339387076315752,-0.10471123881227445,-0.10471123881227445,-2.0308015595108713,191689.56191937043,-36066.56191937043,0.3205633159641526,0.3650370642167011
2010-02-16,,609964,56415,193827,43117,131137,169899,10591,56321,22284,-22317.0,566.0,-3120.0,159308,-88020,-137412,34037,0.26117606940737487,-0.14430359824514233,-0.2252788689168541,-0.08401918326430954,-0.08401918326430954,0.29373012136334625,189290.92770312077,-29982.927703120775,0.35061281405191186,0.4054796676525172
2010-02-23,,630275,50677,209972,39339,131458,174352,6672,64607,20466,20311.0,4453.0,-3919.0,167680,-92119,-159295,44141,0.2660426004521836,-0.14615683630161438,-0.25273888382055454,-0.03590081109079338,-0.03590081109079338,0.6655282228590814,187690.11824363034,-20010.118243630335,0.41888266425292137,0.412199436753798
2010-03-02,,657701,51040,218144,40194,141967,185798,5924,62600,19569,27427.0,11446.0,-747.0,179874,-101773,-167104,43031,0.27348901704573964,-0.1547405279906827,-0.2540728993874116,0.030273897993258875,0.030273897993258875,0.9619723719781192,187111.14652187994,-7237.146521879942,0.51831918519787,0.4282295450364223
2010-03-09,,666239,56355,221675,42802,147154,182721,5002,65852,19934,8537.0,-3077.0,-922.0,177719,-104352,-165320,45918,0.26674961988115375,-0.15662847716810332,-0.2481391812847942,0.013691804837319764,0.013691804837319764,-0.17052749432058853,186415.43196470366,-8696.431964703661,0.5007461408616092,0.4233780970492571
2010-03-16,,675464,65723,218615,42731,151259,179677,6712,65261,20947,9225.0,-3044.0,1709.0,172965,-108528,-152892,44314,0.2560684211149669,-0.1606717752537515,-0.22635107126360546,-0.017433521730340174,-0.017433521730340174,-0.3755124670905634,185419.1036710219,-12454.103671021905,0.46197943423767235,0.4167401963687184
2010-03-23,,665203,73785,212488,43894,145912,165927,9152,60128,18675,-10261.0,-13750.0,2440.0,156775,-102018,-138703,41453,0.23567993529794665,-0.15336371002536067,-0.20851228872990651,-0.11817085370508508,-0.11817085370508508,-1.2579353654860175,183297.31821390917,-26522.318213909166,0.3299573517299867,0.3890436453233073
2010-03-30,,603626,74776,209910,56691,144439,157723,8324,55920,18535,-61578.0,-8204.0,-828.0,149399,-87748,-135134,37385,0.24750259266499455,-0.14536815842922604,-0.22387040982330117,-0.1677028451917665,-0.1677028451917665,-0.5713091897618611,180786.33167954552,-31387.331679545518,0.26980942828485455,0.3928707510942206
2010-04-06,,648116,64728,228575,57305,161305,185616,7233,67637,22168,44491.0,27893.0,-1091.0,178383,-104000,-163847,45469,0.2752331372778947,-0.1604651019261984,-0.2528050534163637,0.0029172787958322705,0.0029172787958322705,2.199642376654603,180608.3071106903,-2225.307110690308,0.5061607586988608,0.4356982392040931
2010-04-13,,696345,66076,250931,62444,169833,205120,3862,67960,21939,48229.0,19503.0,-3371.0,201258,-107389,-184855,46021,0.2890205286172802,-0.15421809591509955,-0.2654646762739734,0.11463703973829933,0.11463703973829933,1.6924743780759257,182137.91399137993,19120.08600862007,0.6926959741011652,0.4432386245323798
2010-04-20,,682040,66339,253161,66086,163544,202279,4528,54010,17184,-14304.0,-2841.0,666.0,197751,-97458,-186822,36826,0.2899404726995484,-0.14289191249780073,-0.2739164858366078,0.08839933512230969,0.08839933512230969,-0.25926110053389245,183294.43888090734,14456.561119092657,0.6640979850119464,0.4328323851973491
2010-04-27,,701919,67524,257420,67477,171945,216063,5362,62381,21638,19879.0,13784.0,834.0,210701,-104468,-189896,40743,0.3001785106258699,-0.1488319877364767,-0.27053833846925357,0.141853225405035,0.141853225405035,0.9511068795530716,185324.55451935864,25376.445480641356,0.7546669909743999,0.44901049836234663
2010-05-04,,735006,70192,271649,68339,171851,221508,7369,66511,19660,33086.0,5445.0,2007.0,214139,-103512,-201457,46851,0.29134319991945645,-0.14083150341629863,-0.27408891900202176,0.14858414275333484,0.14858414275333484,0.2529060834785607,187458.95788829503,26680.04211170497,0.7604334682287491,0.4321747033357551
2010-05-11,,828659,75671,309873,80670,170857,233803,6608,69609,20495,93653.0,12295.0,-761.0,227195,-90187,-234202,49114,0.2741718849369886,-0.10883487658976733,-0.28262771538111575,0.19824934037399133,0.19824934037399133,0.9588397099669719,190402.36841508799,36792.631584912015,0.8839898486180098,0.3830067615267559
2010-05-18,,836014,74937,311829,84458,171864,234181,3759,62896,18549,7355.0,378.0,-2849.0,230422,-87406,-236892,44347,0.2756197862715218,-0.10455088072687778,-0.2833588911190483,0.20303764432687177,0.20303764432687177,0.23704872806570224,193366.7855695259,37055.214430474094,0.9158561031728006,0.3801706669983996
2010-05-25,,776675,75964,289919,79663,161807,216386,5358,63070,20768,-59338.0,-17794.0,1599.0,211028,-82144,-213955,42302,0.2717069559339492,-0.10576367206360447,-0.27547558502591174,0.10930865624215352,0.10930865624215352,-1.4049646552792054,194675.02367548694,16352.97632451306,0.7243425795175131,0.3774706279975537
2010-06-01,,751380,79559,297114,83945,167859,216349,3934,63294,19514,-25296.0,-37.0,-1424.0,212415,-83914,-217555,43780,0.2826998323085523,-0.11167984242327451,-0.2895405786685831,0.11125521884773447,0.11125521884773447,0.10122643096549913,195989.09599582123,16425.904004178767,0.7380390452960984,0.3943796747318268
2010-06-08,,787244,85896,310273,85365,172091,222539,4415,65767,20423,35864.0,6190.0,481.0,218124,-86726,-224377,45344,0.2770729278343182,-0.1101640660328945,-0.28501582736737274,0.133149789208591,0.133149789208591,0.4165685556668742,197628.71851464928,20495.281485350715,0.7944147649283577,0.38723699386721266
2010-06-15,,782911,84856,312457,86158,175009,220704,2988,67628,19361,-4333.0,-1834.0,-1427.0,217716,-88851,-227601,48267,0.27808524851483757,-0.11348799544264929,-0.29071120472186496,0.12518269932074205,0.12518269932074205,-0.030188572466070436,199116.66529134192,18599.334708658076,0.7903858117649383,0.3915732439574868
2010-06-22,,825811,91405,321550,88232,184658,231253,3422,66123,19751,42900.0,10548.0,434.0,227831,-96426,-230145,46372,0.2758875820254271,-0.11676521625408236,-0.2786896759670191,0.1626115045818501,0.1626115045818501,0.7498698429035968,201243.65304753883,26587.346952461172,0.8902702756080461,0.3926527982795095
2010-06-29,,820732,90351,307369,87876,190766,227944,5281,67024,16663,-5079.0,-3309.0,1859.0,222663,-102890,-217018,50361,0.2712980607555207,-0.12536369972171182,-0.264420054292997,0.1321010409123367,0.1321010409123367,-0.3824043803774267,202830.27134031372,19832.728659686283,0.8392368688713994,0.39666176047723256
2010-07-06,,787211,98644,285432,86640,173843,200009,11375,61869,19122,-33521.0,-27935.0,6094.0,188634,-87203,-186788,42747,0.23962317599728664,-0.11077462078146774,-0.23727818843994813,-0.03772992172959192,-0.03772992172959192,-2.3659926660650377,201778.69568547566,-13144.695685475657,0.5032044002488472,0.3503977967787544
2010-07-13,,777861,96779,284562,84332,173807,194904,7827,60571,15676,-9349.0,-5105.0,-3549.0,187077,-89475,-187783,44895,0.24050183773193412,-0.11502697782765815,-0.24140945490261115,-0.050856362160725935,-0.050856362160725935,-0.10889385528575089,200689.68119025524,-13612.681190255244,0.4473757112110299,0.35552881555959226
2010-07-20,,777591,118061,277464,85800,164524,174379,21666,61673,15572,-271.0,-20525.0,13839.0,152713,-78724,-159403,46101,0.1963924479578596,-0.10124088370364369,-0.20499594259707224,-0.25323356788254775,-0.25323356788254775,-2.3175762050981694,197135.85295394005,-44422.85295394005,0.08123255268821787,0.2976333316615033
2010-07-27,,727447,95180,263246,85850,160816,168540,14159,64926,16576,-50144.0,-5839.0,-7508.0,154381,-74966,-168066,48350,0.21222302105857885,-0.10305355579169341,-0.23103538814511573,-0.24241931218580948,-0.24241931218580948,0.11259137252902833,193968.82680920375,-39587.82680920375,0.099004837300488,0.31527657685027227
2010-08-03,,695147,88354,245193,82843,165101,171429,13010,58794,15657,-32299.0,2890.0,-1149.0,158419,-82258,-156839,43137,0.22789280540662624,-0.11833180607842658,-0.22561990485465663,-0.2147607386007872,-0.2147607386007872,0.2793237487702268,191335.5063048183,-32916.50630481829,0.14202910904170307,0.3462246114850528
2010-08-10,,703935,84578,244353,82259,171685,171806,10684,60823,13981,8788.0,377.0,-2326.0,161122,-89426,-159775,46842,0.22888761036175215,-0.12703729747775008,-0.2269740814137669,-0.19729081496035183,-0.19729081496035183,0.18782384918428868,189097.4688007577,-27975.46880075769,0.17082916018496813,0.35592490783950226
2010-08-17,,743672,82496,254625,82813,183563,188039,5763,64147,19459,39737.0,16233.0,-4921.0,182276,-100750,-172129,44688,0.24510267967598617,-0.13547639281833926,-0.231458223517895,-0.07756778001163019,-0.07756778001163019,1.4732677021102019,188592.1748155164,-6316.174815516395,0.3671602787456446,0.38057907249432543
2010-08-24,,763300,82079,263755,83884,191169,208460,5989,61640,18656,19628.0,20420.0,226.0,202471,-107285,-181676,42984,0.2652574348224813,-0.1405541726712957,-0.23801388706930435,0.022828497504590588,0.022828497504590588,1.3866635787961579,189620.23594029294,12850.764059707057,0.592691860984544,0.405811607493777
2010-08-31,,781195,81311,271629,82459,200893,222518,6253,64743,20094,17895.0,14058.0,265.0,216265,-118434,-190318,44649,0.27683868944373685,-0.15160619307599255,-0.24362419114305647,0.08287397246060253,0.08287397246060253,0.9401123586373498,191593.9221669379,24671.077833062096,0.7467390333243992,0.4284448825197294
2010-09-07,,799564,81294,275142,81749,201812,224342,5444,67420,21685,18369.0,1824.0,-809.0,218898,-120063,-193848,45735,0.27377170557954084,-0.1501605875201985,-0.24244213096137396,0.09300362627268739,0.09300362627268739,0.19577333940960426,193616.44645086842,25281.553549131582,0.7761435718752792,0.42393229309973934
2010-09-14,,822441,84426,278251,78939,206941,234008,6624,68446,23841,22876.0,9667.0,1180.0,227384,-128002,-193825,44605,0.2764745434626922,-0.15563669612774655,-0.2356704006731182,0.1297329800741521,0.1297329800741521,0.6365022130284336,196117.74671376706,31266.25328623294,0.8709126239614045,0.43211123959043873
2010-09-21,,831929,82500,275268,82556,211953,228026,4898,72140,22981,9489.0,-5982.0,-1726.0,223128,-129397,-192768,49159,0.26820558004348927,-0.15553851350295517,-0.23171208119923695,0.10998203844266892,0.10998203844266892,-0.31887521749926884,198118.50621645097,25009.493783549027,0.823382917895113,0.42374409354644443
2010-09-28,,840745,86140,283090,86614,215688,238044,5824,73513,25353,8816.0,10018.0,925.0,232220,-129074,-196950,48160,0.27620741128403975,-0.15352336320763132,-0.234256522488983,0.1469719540590621,0.1469719540590621,0.6848203131277988,200644.54279301016,31575.457206989842,0.9249195926025194,0.4297307744916711
2010-10-05,,873968,87721,285313,86807,212710,232406,7132,83363,25175,33223.0,-5638.0,1308.0,225274,-125903,-197592,58188,0.2577600095197993,-0.14405905021694157,-0.2260860809549091,0.11613542955473365,0.11613542955473365,-0.5318357272805502,202468.94703056497,22805.052969435026,0.8473487894219601,0.4018190597367409
2010-10-12,,889504,91001,291428,83484,209273,237943,8400,78301,25590,15535.0,5537.0,1268.0,229543,-125789,-200427,52711,0.2580572993488506,-0.1414147659819405,-0.22532445048026767,0.13581003328897268,0.13581003328897268,0.33319496853782404,204474.4324357083,25068.567564291705,0.9031429247568713,0.39947206533079105
2010-10-19,,909477,89295,289840,84924,203882,227826,9765,81841,23986,19973.0,-10117.0,1365.0,218061,-118958,-200545,57855,0.23976527168911363,-0.1307982499832321,-0.22050585116501023,0.08642305112901187,0.08642305112901187,-0.8895454121479329,205480.84484787806,12580.155152121937,0.8242638143599716,0.37056352167234574
2010-10-26,,862669,84655,276694,85250,197275,216125,10167,74637,21126,-46807.0,-11701.0,403.0,205958,-112025,-192039,53511,0.23874510385791073,-0.1298586132108607,-0.22261029433073404,0.030663060923826167,0.030663060923826167,-0.9478450703184526,205516.18967396117,441.8103260388307,0.6789714409190766,0.36860371706877143
2010-11-02,,897868,93954,289329,87403,193368,219020,14318,71845,23009,35198.0,2896.0,4151.0,204702,-105965,-195375,48836,0.22798674192643018,-0.11801846151104617,-0.21759880071458165,0.027245338624847844,0.027245338624847844,-0.09940470790566466,205455.87932774183,-753.8793277418299,0.6677412733485468,0.3460052034374763
2010-11-09,,979800,98648,307574,86060,190637,215781,14785,89226,22921,81932.0,-3239.0,467.0,200996,-104577,-208926,66305,0.2051398244539702,-0.10673300673606859,-0.21323331292100428,0.011948779278733935,0.011948779278733935,-0.29313228129866237,205125.51789605725,-4129.517896057252,0.6229941681457601,0.3118728311900388
2010-11-16,,924518,102820,281258,85244,194658,187763,14696,84945,18660,-55282.0,-28018.0,-89.0,173067,-109414,-178438,66285,0.18719700427682318,-0.11834707382657775,-0.19300651799099638,-0.1321616264435206,-0.1321616264435206,-2.1160914215522446,202750.81286671967,-29683.812866719672,0.285772931985849,0.3055440781034009
2010-11-23,,813977,95013,271953,87861,192152,191170,13901,78391,18417,-110541.0,3407.0,-795.0,177269,-104291,-176940,59974,0.21778133780192807,-0.12812524186801347,-0.21737714947719652,-0.1031270701553667,-0.1031270701553667,0.31788261414160984,200863.27117288858,-23594.271172888577,0.3365088564494512,0.34590657966994154
2010-11-30,,804955,93383,267484,84307,199476,192714,9998,81000,18917,-9022.0,1544.0,-3903.0,182716,-115169,-174101,62083,0.22698908634644172,-0.1430750787311092,-0.21628662471815194,-0.06872255421620041,-0.06872255421620041,0.41136160763525237,199519.02886378573,-16803.02886378573,0.4022772002269956,0.3700641650775509
2010-12-07,,829161,92405,277432,83914,197859,194057,10320,83182,15491,24206.0,1343.0,321.0,183737,-113945,-185027,67691,0.22159387621945556,-0.13742204469337077,-0.22314966574645936,-0.06030488791822469,-0.06030488791822469,0.07768046041095658,198349.9896886905,-14612.98968869049,0.41460499148766616,0.3590159209128263
2010-12-14,,818562,94493,269026,84398,201010,185171,11412,80690,13024,-10598.0,-8886.0,1092.0,173759,-116612,-174533,67666,0.21227347470319902,-0.14245958155888008,-0.21321903533269318,-0.11243358059150259,-0.11243358059150259,-0.7554445136085959,196528.43489693565,-22769.43489693565,0.29412830079327706,0.35473305626207907
2010-12-21,,800320,98031,262351,88085,201348,175209,14054,82260,13514,-18242.0,-9962.0,2642.0,161155,-113263,-164320,68746,0.20136320471811275,-0.14152214114354258,-0.20531787285085965,-0.18370930663086613,-0.18370930663086613,-0.9508741331659504,193908.18046012562,-32753.180460125615,0.14194467586723175,0.3428853458616553
2010-12-28,,803377,96558,263269,86067,203553,182556,12569,81437,13743,3057.0,7347.0,-1485.0,169987,-117486,-166711,67694,0.2115905732924891,-0.1462401836248735,-0.2075127866493564,-0.12761209934283277,-0.12761209934283277,0.6634519786310876,192136.24116678297,-22149.241166782973,0.2485842962533657,0.3578307569173626
2011-01-04,,796505,98203,266572,83902,195225,175122,16463,81822,15758,-6872.0,-7434.0,3894.0,158659,-111323,-168369,66064,0.19919397869442126,-0.1397643454843347,-0.21138473707007488,-0.19299249501904506,-0.19299249501904506,-0.845850219282007,189656.44552479906,-30997.445524799055,0.11180739184506346,0.33895832417875593
2011-01-11,,795947,104066,262202,86314,180371,164366,20130,77085,19435,-558.0,-10756.0,3667.0,144236,-94057,-158136,57650,0.18121307071953283,-0.11816992839975526,-0.19867654504634102,-0.2832786844317087,-0.2832786844317087,-1.066251021579468,186291.96807851765,-42055.968078517646,0.0,0.2993829991192881
2011-01-18,,801933,107588,249301,84739,176646,162160,27687,81894,26933,5985.0,-2206.0,7557.0,134473,-91907,-141713,54961,0.16768607851279346,-0.11460683124400667,-0.17671426415922528,-0.3471564809944151,-0.3471564809944151,-0.719156404084763,182453.52599862745,-47980.52599862745,0.0,0.2822929097568001
2011-01-25,,735631,93584,224053,83639,169650,160167,30503,74550,28385,-66302.0,-1993.0,2817.0,129664,-86011,-130469,46165,0.17626228367211277,-0.11692139129536412,-0.17735658230824966,-0.3788637195901346,-0.3788637195901346,-0.36089230368831804,178543.19073946986,-48879.190739469865,0.0,0.2931836749674769
2011-02-01,,641234,78396,205970,70081,157157,149663,24869,72727,26814,-94397.0,-10504.0,-5634.0,124794,-87076,-127574,45913,0.19461538221616445,-0.13579442138127423,-0.19895077304073083,-0.41141362318318747,-0.41141362318318747,-0.3658732307100583,174561.76920321284,-49767.76920321284,0.0,0.33040980359743866
2011-02-08,,653146,77112,210094,65668,168662,164435,18589,72703,27268,11913.0,14772.0,-6280.0,145846,-102994,-132982,45435,0.22329770066723215,-0.15768909248468183,-0.2036022573819636,-0.2545277643150212,-0.2545277643150212,1.5945313028670132,172434.67518816004,-26588.675188160036,0.19596745666784576,0.38098679315191397
2011-02-15,,664111,78018,214674,62141,172660,172360,12546,70800,31189,10964.0,7925.0,-6044.0,159814,-110519,-136656,39611,0.24064350688363842,-0.1664164574897871,-0.2057728301443584,-0.16312012091806583,-0.16312012091806583,1.0472265242704688,171499.81035940745,-11685.81035940745,0.32599184554949456,0.4070599643734255
2011-02-22,,725747,80685,228410,62529,181595,194563,11824,66375,35865,61636.0,22203.0,-722.0,182739,-119066,-147725,30510,0.25179435808897593,-0.16405992721981627,-0.20354889513838845,-0.03061001546110057,-0.03061001546110057,1.6775643103263085,172332.34292537728,10406.657074622723,0.5393945599761697,0.4158542853087922
